no,userstory,role,capability,objective,informal_normalized_userstory,normalized_dataframe,tokenized_userstory,stopwords_userstory,lemmatized_userstory,string_lemmatized_userstory
۲۳,به عنوان یک کاربر من می‌خواهم در صورت نیاز، بتوانم تنظیمات خود را به حالت پیش‌فرض بازگردانم تا بتوانم از هرگونه اشتباه یا تغییر ناخواسته جلوگیری کرده و تجربه کاربری خود را به حالت اولیه و مطلوب بازگردانم.,کاربر,در صورت نیاز، بتوانم تنظیمات خود را به حالت پیش‌فرض بازگردانم,از هرگونه اشتباه یا تغییر ناخواسته جلوگیری کرده و تجربه کاربری خود را به حالت اولیه و مطلوب بازگردانم.,به عنوان یک کاربر من می‌خواهم در صورت نیاز ، بتوانم تنظیمات خود را به حالت پیش‌فرض بازگردانم تا بتوانم از هرگونه اشتباه یا تغییر ناخواسته جلوگیری کرده و تجربه کاربری خود را به حالت اولیه و مطلوب بازگردانم .,به عنوان یک کاربر من می‌خواهم در صورت نیاز، بتوانم تنظیمات خود را به حالت پیش‌فرض بازگردانم تا بتوانم از هرگونه اشتباه یا تغییر ناخواسته جلوگیری کرده و تجربه کاربری خود را به حالت اولیه و مطلوب بازگردانم.,"['به', 'عنوان', 'یک', 'کاربر', 'من', 'می\u200cخواهم', 'در', 'صورت', 'نیاز', '،', 'بتوانم', 'تنظیمات', 'خود', 'را', 'به', 'حالت', 'پیش\u200cفرض', 'بازگردانم', 'تا', 'بتوانم', 'از', 'هرگونه', 'اشتباه', 'یا', 'تغییر', 'ناخواسته', 'جلوگیری', 'کرده', 'و', 'تجربه', 'کاربری', 'خود', 'را', 'به', 'حالت', 'اولیه', 'و', 'مطلوب', 'بازگردانم', '.']","['عنوان', 'کاربر', 'می\u200cخواهم', 'صورت', '،', 'بتوانم', 'تنظیمات', 'حالت', 'پیش\u200cفرض', 'بازگردانم', 'بتوانم', 'هرگونه', 'اشتباه', 'ناخواسته', 'جلوگیری', 'تجربه', 'کاربری', 'حالت', 'اولیه', 'مطلوب', 'بازگردانم', '.']","['عنوان', 'کاربر', 'خواست#خواه', 'صورت', '،', 'توانست#توان', 'تنظیمات', 'حالت', 'پیش\u200cفرض', 'بازگردان', 'توانست#توان', 'هرگونه', 'اشتباه', 'ناخواسته', 'جلوگیری', 'تجربه', 'کاربری', 'حالت', 'اولیه', 'مطلوب', 'بازگردان', '.']",عنوان کاربر خواست#خواه صورت ، توانست#توان تنظیمات حالت پیش‌فرض بازگردان توانست#توان هرگونه اشتباه ناخواسته جلوگیری تجربه کاربری حالت اولیه مطلوب بازگردان .
۲۴,به عنوان یک کاربر من می‌خواهم آموزش‌های ویدیویی کوتاه و کاربردی در نرم‌افزار داشته باشم تا بتوانم به سرعت با امکانات و ویژگی‌های نرم‌افزار آشنا شوم و از آن‌ها بهره‌برداری کنم بدون اینکه نیاز به مطالعه منابع طولانی یا پیچیده داشته باشم.,کاربر,آموزش‌های ویدیویی کوتاه و کاربردی در نرم‌افزار داشته باشم,به سرعت با امکانات و ویژگی‌های نرم‌افزار آشنا شوم و از آن‌ها بهره‌برداری کنم بدون اینکه نیاز به مطالعه منابع طولانی یا پیچیده داشته باشم.,به عنوان یک کاربر من می‌خواهم آموزش‌های ویدیویی کوتاه و کاربردی در نرم‌افزار داشته_باشم تا بتوانم به سرعت با امکانات و ویژگی‌های نرم‌افزار آشنا شوم و از آن‌ها بهره‌برداری کنم بدون اینکه نیاز به مطالعه منابع طولانی یا پیچیده داشته_باشم .,به عنوان یک کاربر من می‌خواهم آموزش‌های ویدیویی کوتاه و کاربردی در نرم‌افزار داشته_باشم تا بتوانم به سرعت با امکانات و ویژگی‌های نرم‌افزار آشنا شوم و از آن‌ها بهره‌برداری کنم بدون اینکه نیاز به مطالعه منابع طولانی یا پیچیده داشته_باشم.,"['به', 'عنوان', 'یک', 'کاربر', 'من', 'می\u200cخواهم', 'آموزش\u200cهای', 'ویدیویی', 'کوتاه', 'و', 'کاربردی', 'در', 'نرم\u200cافزار', 'داشته_باشم', 'تا', 'بتوانم', 'به', 'سرعت', 'با', 'امکانات', 'و', 'ویژگی\u200cهای', 'نرم\u200cافزار', 'آشنا', 'شوم', 'و', 'از', 'آن\u200cها', 'بهره\u200cبرداری', 'کنم', 'بدون', 'اینکه', 'نیاز', 'به', 'مطالعه', 'منابع', 'طولانی', 'یا', 'پیچیده', 'داشته_باشم', '.']","['عنوان', 'کاربر', 'می\u200cخواهم', 'آموزش\u200cهای', 'ویدیویی', 'کوتاه', 'کاربردی', 'نرم\u200cافزار', 'داشته_باشم', 'بتوانم', 'سرعت', 'امکانات', 'ویژگی\u200cهای', 'نرم\u200cافزار', 'آشنا', 'شوم', 'آن\u200cها', 'بهره\u200cبرداری', 'مطالعه', 'منابع', 'طولانی', 'پیچیده', 'داشته_باشم', '.']","['عنوان', 'کاربر', 'خواست#خواه', 'آموزش', 'ویدیو', 'کوتاه', 'کاربرد', 'نرم\u200cافزار', 'داشت#دار', 'توانست#توان', 'سرعت', 'امکانات', 'ویژگی', 'نرم\u200cافزار', 'آشنا', 'شوم', 'آن', 'بهره\u200cبرداری', 'مطالعه', 'منابع', 'طولانی', 'پیچیده', 'داشت#دار', '.']",عنوان کاربر خواست#خواه آموزش ویدیو کوتاه کاربرد نرم‌افزار داشت#دار توانست#توان سرعت امکانات ویژگی نرم‌افزار آشنا شوم آن بهره‌برداری مطالعه منابع طولانی پیچیده داشت#دار .
۲۵,به عنوان یک کاربر من می‌خواهم نرم‌افزار به طور خودکار نیاز به آموزش را شناسایی کند و راهنماها را ارائه دهد تا بتوانم هر زمان که احساس کردم نیاز به راهنمایی دارم، به راحتی از آن بهره‌برداری کنم. ,کاربر,نرم‌افزار به طور خودکار نیاز به آموزش را شناسایی کند و راهنماها را ارائه دهد,هر زمان که احساس کردم نیاز به راهنمایی دارم، به راحتی از آن بهره‌برداری کنم.,به عنوان یک کاربر من می‌خواهم نرم‌افزار به طور خودکار نیاز به آموزش را شناسایی کند و راهنماها را ارائه دهد تا بتوانم هر زمان که احساس کردم نیاز به راهنمایی دارم ، به راحتی از آن بهره‌برداری کنم .,به عنوان یک کاربر من می‌خواهم نرم‌افزار به طور خودکار نیاز به آموزش را شناسایی کند و راهنماها را ارائه دهد تا بتوانم هر زمان که احساس کردم نیاز به راهنمایی دارم، به راحتی از آن بهره‌برداری کنم.,"['به', 'عنوان', 'یک', 'کاربر', 'من', 'می\u200cخواهم', 'نرم\u200cافزار', 'به', 'طور', 'خودکار', 'نیاز', 'به', 'آموزش', 'را', 'شناسایی', 'کند', 'و', 'راهنماها', 'را', 'ارائه', 'دهد', 'تا', 'بتوانم', 'هر', 'زمان', 'که', 'احساس', 'کردم', 'نیاز', 'به', 'راهنمایی', 'دارم', '،', 'به', 'راحتی', 'از', 'آن', 'بهره\u200cبرداری', 'کنم', '.']","['عنوان', 'کاربر', 'می\u200cخواهم', 'نرم\u200cافزار', 'خودکار', 'آموزش', 'شناسایی', 'راهنماها', 'ارائه', 'بتوانم', 'زمان', 'احساس', 'راهنمایی', 'دارم', '،', 'راحتی', 'بهره\u200cبرداری', '.']","['عنوان', 'کاربر', 'خواست#خواه', 'نرم\u200cافزار', 'خودکار', 'آموزش', 'شناسایی', 'راهنما', 'ارائه', 'توانست#توان', 'زمان', 'احساس', 'راهنمایی', 'داشت#دار', '،', 'راحتی', 'بهره\u200cبرداری', '.']",عنوان کاربر خواست#خواه نرم‌افزار خودکار آموزش شناسایی راهنما ارائه توانست#توان زمان احساس راهنمایی داشت#دار ، راحتی بهره‌برداری .
۲۶,به عنوان یک کاربر من می‌خواهم در صورتی که وظیفه‌ای پیچیده باشد، سیستم پیشنهادات و کمک‌های لازم را ارائه دهد تا بتوانم به سادگی آن وظیفه را یاد بگیرم و به درستی انجام دهم. ,کاربر,در صورتی که وظیفه‌ای پیچیده باشد، سیستم پیشنهادات و کمک‌های لازم را ارائه دهد,به سادگی آن وظیفه را یاد بگیرم و به درستی انجام دهم.,به عنوان یک کاربر من می‌خواهم در صورتی که وظیفه‌ای پیچیده_باشد ، سیستم پیشنهادات و کمک‌های لازم را ارائه دهد تا بتوانم به سادگی آن وظیفه را یاد بگیرم و به درستی انجام دهم .,به عنوان یک کاربر من می‌خواهم در صورتی که وظیفه‌ای پیچیده_باشد، سیستم پیشنهادات و کمک‌های لازم را ارائه دهد تا بتوانم به سادگی آن وظیفه را یاد بگیرم و به درستی انجام دهم.,"['به', 'عنوان', 'یک', 'کاربر', 'من', 'می\u200cخواهم', 'در', 'صورتی', 'که', 'وظیفه\u200cای', 'پیچیده_باشد', '،', 'سیستم', 'پیشنهادات', 'و', 'کمک\u200cهای', 'لازم', 'را', 'ارائه', 'دهد', 'تا', 'بتوانم', 'به', 'سادگی', 'آن', 'وظیفه', 'را', 'یاد', 'بگیرم', 'و', 'به', 'درستی', 'انجام', 'دهم', '.']","['عنوان', 'کاربر', 'می\u200cخواهم', 'صورتی', 'وظیفه\u200cای', 'پیچیده_باشد', '،', 'سیستم', 'پیشنهادات', 'کمک\u200cهای', 'ارائه', 'بتوانم', 'سادگی', 'وظیفه', 'یاد', 'بگیرم', 'درستی', 'انجام', 'دهم', '.']","['عنوان', 'کاربر', 'خواست#خواه', 'صورتی', 'وظیفه\u200cای', 'پیچید#پیچ', '،', 'سیستم', 'پیشنهادات', 'کمک', 'ارائه', 'توانست#توان', 'سادگی', 'وظیفه', 'یاد', 'گرفت#گیر', 'درستی', 'انجام', 'دهم', '.']",عنوان کاربر خواست#خواه صورتی وظیفه‌ای پیچید#پیچ ، سیستم پیشنهادات کمک ارائه توانست#توان سادگی وظیفه یاد گرفت#گیر درستی انجام دهم .
۲۷,به عنوان یک کاربر من می‌خواهم بتوانم رابط کاربری نرم‌افزار را به راحتی سفارشی کنم تا بتوانم محیط کاری خود را به شکلی تنظیم کنم که کار کردن با آن برایم ساده‌تر باشد. ,کاربر,بتوانم رابط کاربری نرم‌افزار را به راحتی سفارشی کنم,محیط کاری خود را به شکلی تنظیم کنم که کار کردن با آن برایم ساده‌تر باشد.,به عنوان یک کاربر من می‌خواهم بتوانم رابط کاربری نرم‌افزار را به راحتی سفارشی کنم تا بتوانم محیط کاری خود را به شکلی تنظیم کنم که کار کردن با آن برایم ساده‌تر باشد .,به عنوان یک کاربر من می‌خواهم بتوانم رابط کاربری نرم‌افزار را به راحتی سفارشی کنم تا بتوانم محیط کاری خود را به شکلی تنظیم کنم که کار کردن با آن برایم ساده‌تر باشد.,"['به', 'عنوان', 'یک', 'کاربر', 'من', 'می\u200cخواهم', 'بتوانم', 'رابط', 'کاربری', 'نرم\u200cافزار', 'را', 'به', 'راحتی', 'سفارشی', 'کنم', 'تا', 'بتوانم', 'محیط', 'کاری', 'خود', 'را', 'به', 'شکلی', 'تنظیم', 'کنم', 'که', 'کار', 'کردن', 'با', 'آن', 'برایم', 'ساده\u200cتر', 'باشد', '.']","['عنوان', 'کاربر', 'می\u200cخواهم', 'بتوانم', 'رابط', 'کاربری', 'نرم\u200cافزار', 'راحتی', 'سفارشی', 'بتوانم', 'محیط', 'کاری', 'شکلی', 'تنظیم', 'کار', 'برایم', 'ساده\u200cتر', '.']","['عنوان', 'کاربر', 'خواست#خواه', 'توانست#توان', 'رابط', 'کاربری', 'نرم\u200cافزار', 'راحتی', 'سفارش', 'توانست#توان', 'محیط', 'کاشت#کار', 'شکلی', 'تنظیم', 'کار', 'برایم', 'ساده\u200cتر', '.']",عنوان کاربر خواست#خواه توانست#توان رابط کاربری نرم‌افزار راحتی سفارش توانست#توان محیط کاشت#کار شکلی تنظیم کار برایم ساده‌تر .
۲۸,به عنوان یک کاربر من می‌خواهم بتوانم قبل از اعمال تغییرات، پیش‌نمایشی از آن‌ها ببینم تا بتوانم مطمئن شوم که تغییرات به درستی اعمال می‌شوند و به راحتی از آن‌ها استفاده کنم. ,کاربر,بتوانم قبل از اعمال تغییرات، پیش‌نمایشی از آن‌ها ببینم,مطمئن شوم که تغییرات به درستی اعمال می‌شوند و به راحتی از آن‌ها استفاده کنم.,به عنوان یک کاربر من می‌خواهم بتوانم قبل از اعمال تغییرات ، پیش‌نمایشی از آن‌ها ببینم تا بتوانم مطمئن شوم که تغییرات به درستی اعمال می‌شوند و به راحتی از آن‌ها استفاده کنم .,به عنوان یک کاربر من می‌خواهم بتوانم قبل از اعمال تغییرات، پیش‌نمایشی از آن‌ها ببینم تا بتوانم مطمئن شوم که تغییرات به درستی اعمال می‌شوند و به راحتی از آن‌ها استفاده کنم.,"['به', 'عنوان', 'یک', 'کاربر', 'من', 'می\u200cخواهم', 'بتوانم', 'قبل', 'از', 'اعمال', 'تغییرات', '،', 'پیش\u200cنمایشی', 'از', 'آن\u200cها', 'ببینم', 'تا', 'بتوانم', 'مطمئن', 'شوم', 'که', 'تغییرات', 'به', 'درستی', 'اعمال', 'می\u200cشوند', 'و', 'به', 'راحتی', 'از', 'آن\u200cها', 'استفاده', 'کنم', '.']","['عنوان', 'کاربر', 'می\u200cخواهم', 'بتوانم', 'اعمال', 'تغییرات', '،', 'پیش\u200cنمایشی', 'آن\u200cها', 'ببینم', 'بتوانم', 'مطمئن', 'شوم', 'تغییرات', 'درستی', 'اعمال', 'راحتی', 'آن\u200cها', 'استفاده', '.']","['عنوان', 'کاربر', 'خواست#خواه', 'توانست#توان', 'اعمال', 'تغییرات', '،', 'پیش\u200cنمایش', 'آن', 'دید#بین', 'توانست#توان', 'مطمئن', 'شوم', 'تغییرات', 'درستی', 'اعمال', 'راحتی', 'آن', 'استفاده', '.']",عنوان کاربر خواست#خواه توانست#توان اعمال تغییرات ، پیش‌نمایش آن دید#بین توانست#توان مطمئن شوم تغییرات درستی اعمال راحتی آن استفاده .
۲۹,به عنوان یک دانش‌آموز من می‌خواهم پیشرفت من در دوره‌های آنلاین ذخیره شود تا بتوانم هر زمان که به دوره برگردم، از جایی که قبلاً ترک کرده‌ام ادامه دهم. ,دانش‌آموز,پیشرفت من در دوره‌های آنلاین ذخیره شود,هر زمان که به دوره برگردم، از جایی که قبلاً ترک کرده‌ام ادامه دهم.,به عنوان یک دانش‌آموز من می‌خواهم پیشرفت من در دوره‌های آنلاین ذخیره شود تا بتوانم هر زمان که به دوره برگردم ، از جایی که قبلاً ترک کرده‌ام ادامه دهم .,به عنوان یک دانش‌آموز من می‌خواهم پیشرفت من در دوره‌های آنلاین ذخیره شود تا بتوانم هر زمان که به دوره برگردم، از جایی که قبلا ترک کرده‌ام ادامه دهم.,"['به', 'عنوان', 'یک', 'دانش\u200cآموز', 'من', 'می\u200cخواهم', 'پیشرفت', 'من', 'در', 'دوره\u200cهای', 'آنلاین', 'ذخیره', 'شود', 'تا', 'بتوانم', 'هر', 'زمان', 'که', 'به', 'دوره', 'برگردم', '،', 'از', 'جایی', 'که', 'قبلا', 'ترک', 'کرده\u200cام', 'ادامه', 'دهم', '.']","['عنوان', 'دانش\u200cآموز', 'می\u200cخواهم', 'پیشرفت', 'دوره\u200cهای', 'آنلاین', 'ذخیره', 'بتوانم', 'زمان', 'دوره', 'برگردم', '،', 'قبلا', 'ترک', 'کرده\u200cام', 'ادامه', 'دهم', '.']","['عنوان', 'دانش\u200cآموز', 'خواست#خواه', 'پیشرفت', 'دوره', 'آنلاین', 'ذخیره', 'توانست#توان', 'زمان', 'دوره', 'برگردم', '،', 'قبلا', 'ترک', 'کرد#کن', 'ادامه', 'دهم', '.']",عنوان دانش‌آموز خواست#خواه پیشرفت دوره آنلاین ذخیره توانست#توان زمان دوره برگردم ، قبلا ترک کرد#کن ادامه دهم .
۳۰,به عنوان یک کاربر مبتدی من می‌خواهم یک راهنمای گام به گام داشته باشم که در هر مرحله استفاده از نرم‌افزار من را راهنمایی کند تا بتوانم به راحتی و با اعتماد به نفس از نرم‌افزار استفاده کنم، بدون اینکه احساس سردرگمی یا نیاز به جستجوی اطلاعات اضافی داشته باشم.,کاربر مبتدی,یک راهنمای گام به گام داشته باشم که در هر مرحله استفاده از نرم‌افزار من را راهنمایی کند,به راحتی و با اعتماد به نفس از نرم‌افزار استفاده کنم، بدون اینکه احساس سردرگمی یا نیاز به جستجوی اطلاعات اضافی داشته باشم.,به عنوان یک کاربر مبتدی من می‌خواهم یک راهنمای گام به گام داشته_باشم که در هر مرحله استفاده از نرم‌افزار من را راهنمایی کند تا بتوانم به راحتی و با اعتماد به نفس از نرم‌افزار استفاده کنم ، بدون اینکه احساس سردرگمی یا نیاز به جستجوی اطلاعات اضافی داشته_باشم .,به عنوان یک کاربر مبتدی من می‌خواهم یک راهنمای گام به گام داشته_باشم که در هر مرحله استفاده از نرم‌افزار من را راهنمایی کند تا بتوانم به راحتی و با اعتماد به نفس از نرم‌افزار استفاده کنم، بدون اینکه احساس سردرگمی یا نیاز به جستجوی اطلاعات اضافی داشته_باشم.,"['به', 'عنوان', 'یک', 'کاربر', 'مبتدی', 'من', 'می\u200cخواهم', 'یک', 'راهنمای', 'گام', 'به', 'گام', 'داشته_باشم', 'که', 'در', 'هر', 'مرحله', 'استفاده', 'از', 'نرم\u200cافزار', 'من', 'را', 'راهنمایی', 'کند', 'تا', 'بتوانم', 'به', 'راحتی', 'و', 'با', 'اعتماد', 'به', 'نفس', 'از', 'نرم\u200cافزار', 'استفاده', 'کنم', '،', 'بدون', 'اینکه', 'احساس', 'سردرگمی', 'یا', 'نیاز', 'به', 'جستجوی', 'اطلاعات', 'اضافی', 'داشته_باشم', '.']","['عنوان', 'کاربر', 'مبتدی', 'می\u200cخواهم', 'راهنمای', 'گام', 'گام', 'داشته_باشم', 'مرحله', 'استفاده', 'نرم\u200cافزار', 'راهنمایی', 'بتوانم', 'راحتی', 'اعتماد', 'نفس', 'نرم\u200cافزار', 'استفاده', '،', 'احساس', 'سردرگمی', 'جستجوی', 'اطلاعات', 'اضافی', 'داشته_باشم', '.']","['عنوان', 'کاربر', 'مبتدی', 'خواست#خواه', 'راهنمای', 'گام', 'گام', 'داشت#دار', 'مرحله', 'استفاده', 'نرم\u200cافزار', 'راهنمایی', 'توانست#توان', 'راحتی', 'اعتماد', 'نفس', 'نرم\u200cافزار', 'استفاده', '،', 'احساس', 'سردرگمی', 'جستجوی', 'اطلاعات', 'اضافی', 'داشت#دار', '.']",عنوان کاربر مبتدی خواست#خواه راهنمای گام گام داشت#دار مرحله استفاده نرم‌افزار راهنمایی توانست#توان راحتی اعتماد نفس نرم‌افزار استفاده ، احساس سردرگمی جستجوی اطلاعات اضافی داشت#دار .
۳۱,به عنوان یک کاربر نرم‌افزار آموزشی من می‌خواهم سیستم به طور خودکار محتوای آموزشی را متناسب با سطح من به‌روزرسانی کند تا بتوانم تجربه یادگیری خود را با توجه به پیشرفت‌هایم بهبود دهم و چالش‌های جدیدی ایجاد کنم. ,کاربر نرم‌افزار آموزشی,سیستم به طور خودکار محتوای آموزشی را متناسب با سطح من به‌روزرسانی کند,تجربه یادگیری خود را با توجه به پیشرفت‌هایم بهبود دهم و چالش‌های جدیدی ایجاد کنم.,به عنوان یک کاربر نرم‌افزار آموزشی من می‌خواهم سیستم به طور خودکار محتوای آموزشی را متناسب با سطح من به‌روزرسانی کند تا بتوانم تجربه یادگیری خود را با توجه به پیشرفت‌هایم بهبود دهم و چالش‌های جدیدی ایجاد کنم .,به عنوان یک کاربر نرم‌افزار آموزشی من می‌خواهم سیستم به طور خودکار محتوای آموزشی را متناسب با سطح من به‌روزرسانی کند تا بتوانم تجربه یادگیری خود را با توجه به پیشرفت‌هایم بهبود دهم و چالش‌های جدیدی ایجاد کنم.,"['به', 'عنوان', 'یک', 'کاربر', 'نرم\u200cافزار', 'آموزشی', 'من', 'می\u200cخواهم', 'سیستم', 'به', 'طور', 'خودکار', 'محتوای', 'آموزشی', 'را', 'متناسب', 'با', 'سطح', 'من', 'به\u200cروزرسانی', 'کند', 'تا', 'بتوانم', 'تجربه', 'یادگیری', 'خود', 'را', 'با', 'توجه', 'به', 'پیشرفت\u200cهایم', 'بهبود', 'دهم', 'و', 'چالش\u200cهای', 'جدیدی', 'ایجاد', 'کنم', '.']","['عنوان', 'کاربر', 'نرم\u200cافزار', 'آموزشی', 'می\u200cخواهم', 'سیستم', 'خودکار', 'محتوای', 'آموزشی', 'متناسب', 'سطح', 'به\u200cروزرسانی', 'بتوانم', 'تجربه', 'یادگیری', 'توجه', 'پیشرفت\u200cهایم', 'بهبود', 'دهم', 'چالش\u200cهای', 'جدیدی', 'ایجاد', '.']","['عنوان', 'کاربر', 'نرم\u200cافزار', 'آموزشی', 'خواست#خواه', 'سیستم', 'خودکار', 'محتوا', 'آموزشی', 'متناسب', 'سطح', 'به\u200cروزرسانی', 'توانست#توان', 'تجربه', 'یادگیری', 'توجه', 'پیشرفت', 'بهبود', 'دهم', 'چالش', 'جدیدی', 'ایجاد', '.']",عنوان کاربر نرم‌افزار آموزشی خواست#خواه سیستم خودکار محتوا آموزشی متناسب سطح به‌روزرسانی توانست#توان تجربه یادگیری توجه پیشرفت بهبود دهم چالش جدیدی ایجاد .
۳۲,به عنوان یک دانش‌آموز من می‌خواهم جلسات آموزش آنلاین ذخیره شوند تا بتوانم هر زمان که لازم باشد، دوباره به جلسات گذشته مراجعه کرده و اطلاعات را مرور کنم. ,دانش‌آموز,جلسات آموزش آنلاین ذخیره شوند,هر زمان که لازم باشد، دوباره به جلسات گذشته مراجعه کرده و اطلاعات را مرور کنم.,به عنوان یک دانش‌آموز من می‌خواهم جلسات آموزش آنلاین ذخیره شوند تا بتوانم هر زمان که لازم باشد ، دوباره به جلسات گذشته مراجعه کرده و اطلاعات را مرور کنم .,به عنوان یک دانش‌آموز من می‌خواهم جلسات آموزش آنلاین ذخیره شوند تا بتوانم هر زمان که لازم باشد، دوباره به جلسات گذشته مراجعه کرده و اطلاعات را مرور کنم.,"['به', 'عنوان', 'یک', 'دانش\u200cآموز', 'من', 'می\u200cخواهم', 'جلسات', 'آموزش', 'آنلاین', 'ذخیره', 'شوند', 'تا', 'بتوانم', 'هر', 'زمان', 'که', 'لازم', 'باشد', '،', 'دوباره', 'به', 'جلسات', 'گذشته', 'مراجعه', 'کرده', 'و', 'اطلاعات', 'را', 'مرور', 'کنم', '.']","['عنوان', 'دانش\u200cآموز', 'می\u200cخواهم', 'جلسات', 'آموزش', 'آنلاین', 'ذخیره', 'بتوانم', 'زمان', '،', 'جلسات', 'گذشته', 'مراجعه', 'اطلاعات', 'مرور', '.']","['عنوان', 'دانش\u200cآموز', 'خواست#خواه', 'جلسات', 'آموزش', 'آنلاین', 'ذخیره', 'توانست#توان', 'زمان', '،', 'جلسات', 'گذشته', 'مراجعه', 'اطلاعات', 'مرور', '.']",عنوان دانش‌آموز خواست#خواه جلسات آموزش آنلاین ذخیره توانست#توان زمان ، جلسات گذشته مراجعه اطلاعات مرور .
۳۳,به عنوان یک دانشجو من می‌خواهم پیشرفت خود در هر دوره آموزشی را مشاهده کنم  تا بتوانم بدون گم کردن مسیر، در هر زمان از دوره به راحتی ادامه دهم. ,دانشجو,پیشرفت خود در هر دوره آموزشی را مشاهده کنم,بدون گم کردن مسیر، در هر زمان از دوره به راحتی ادامه دهم.,به عنوان یک دانشجو من می‌خواهم پیشرفت خود در هر دوره آموزشی را مشاهده کنم تا بتوانم بدون گم کردن مسیر ، در هر زمان از دوره به راحتی ادامه دهم .,به عنوان یک دانشجو من می‌خواهم پیشرفت خود در هر دوره آموزشی را مشاهده کنم تا بتوانم بدون گم کردن مسیر، در هر زمان از دوره به راحتی ادامه دهم.,"['به', 'عنوان', 'یک', 'دانشجو', 'من', 'می\u200cخواهم', 'پیشرفت', 'خود', 'در', 'هر', 'دوره', 'آموزشی', 'را', 'مشاهده', 'کنم', 'تا', 'بتوانم', 'بدون', 'گم', 'کردن', 'مسیر', '،', 'در', 'هر', 'زمان', 'از', 'دوره', 'به', 'راحتی', 'ادامه', 'دهم', '.']","['عنوان', 'دانشجو', 'می\u200cخواهم', 'پیشرفت', 'دوره', 'آموزشی', 'مشاهده', 'بتوانم', 'گم', 'مسیر', '،', 'زمان', 'دوره', 'راحتی', 'ادامه', 'دهم', '.']","['عنوان', 'دانشجو', 'خواست#خواه', 'پیشرفت', 'دوره', 'آموزشی', 'مشاهده', 'توانست#توان', 'گم', 'مسیر', '،', 'زمان', 'دوره', 'راحتی', 'ادامه', 'دهم', '.']",عنوان دانشجو خواست#خواه پیشرفت دوره آموزشی مشاهده توانست#توان گم مسیر ، زمان دوره راحتی ادامه دهم .
۳۴,به عنوان یک کاربر من می‌خواهم خلاصه‌ای از فعالیت‌های قبلی‌ام در نرم‌افزار نمایش داده شود تا بتوانم به راحتی به تاریخچه کارهای خود دسترسی پیدا کنم و در صورت نیاز، تغییرات یا تصمیمات قبلی را مرور و پیگیری کنم.,کاربر,خلاصه‌ای از فعالیت‌های قبلی‌ام در نرم‌افزار نمایش داده شود,به راحتی به تاریخچه کارهای خود دسترسی پیدا کنم و در صورت نیاز، تغییرات یا تصمیمات قبلی را مرور و پیگیری کنم.,به عنوان یک کاربر من می‌خواهم خلاصه‌ای از فعالیت‌های قبلی‌ام در نرم‌افزار نمایش داده_شود تا بتوانم به راحتی به تاریخچه کارهای خود دسترسی پیدا کنم و در صورت نیاز ، تغییرات یا تصمیمات قبلی را مرور و پیگیری کنم .,به عنوان یک کاربر من می‌خواهم خلاصه‌ای از فعالیت‌های قبلی‌ام در نرم‌افزار نمایش داده_شود تا بتوانم به راحتی به تاریخچه کارهای خود دسترسی پیدا کنم و در صورت نیاز، تغییرات یا تصمیمات قبلی را مرور و پیگیری کنم.,"['به', 'عنوان', 'یک', 'کاربر', 'من', 'می\u200cخواهم', 'خلاصه\u200cای', 'از', 'فعالیت\u200cهای', 'قبلی\u200cام', 'در', 'نرم\u200cافزار', 'نمایش', 'داده_شود', 'تا', 'بتوانم', 'به', 'راحتی', 'به', 'تاریخچه', 'کارهای', 'خود', 'دسترسی', 'پیدا', 'کنم', 'و', 'در', 'صورت', 'نیاز', '،', 'تغییرات', 'یا', 'تصمیمات', 'قبلی', 'را', 'مرور', 'و', 'پیگیری', 'کنم', '.']","['عنوان', 'کاربر', 'می\u200cخواهم', 'خلاصه\u200cای', 'فعالیت\u200cهای', 'قبلی\u200cام', 'نرم\u200cافزار', 'نمایش', 'داده_شود', 'بتوانم', 'راحتی', 'تاریخچه', 'کارهای', 'دسترسی', 'صورت', '،', 'تغییرات', 'تصمیمات', 'قبلی', 'مرور', 'پیگیری', '.']","['عنوان', 'کاربر', 'خواست#خواه', 'خلاصه', 'فعالیت', 'قبلی', 'نرم\u200cافزار', 'نمایش', 'داد#ده', 'توانست#توان', 'راحتی', 'تاریخچه', 'کارهای', 'دسترسی', 'صورت', '،', 'تغییرات', 'تصمیمات', 'قبلی', 'مرور', 'پیگیری', '.']",عنوان کاربر خواست#خواه خلاصه فعالیت قبلی نرم‌افزار نمایش داد#ده توانست#توان راحتی تاریخچه کارهای دسترسی صورت ، تغییرات تصمیمات قبلی مرور پیگیری .
